Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount
319,164.68,82,1
320,164.72,82,1
321,164.78,82,1
322,164.85,82,1
323,164.92,82,1
324,164.99,82,1
325,165.05,81,1
326,165.14,80,1
327,165.27,79,1
328,165.40,79,0
329,165.50,79,0
330,165.60,78,0
331,165.72,78,0
332,165.82,77,0
333,165.94,77,0
334,166.02,76,0
335,166.13,76,0
336,166.24,76,0
337,166.34,75,0
338,166.44,75,0
339,166.55,75,0
340,166.64,74,0
341,166.74,74,0
342,166.84,73,0
343,166.97,72,0
344,167.07,73,0
345,167.16,72,0
346,167.25,72,0
347,167.35,71,0
348,167.45,71,0
349,167.55,71,0
350,167.63,69,0
351,167.79,66,0
352,168.01,64,0
353,168.23,62,0
354,168.44,61,0
355,168.63,60,0
356,168.81,60,0
357,168.94,59,0
358,169.07,59,0
359,169.17,58,0
360,169.27,58,0
361,169.37,58,0
362,169.45,58,0
363,169.54,58,0
364,169.63,57,0
365,169.71,57,0
366,169.79,57,0
367,169.87,57,0
368,169.96,57,0
369,170.04,57,0
370,170.12,57,0
371,170.19,57,0
372,170.26,57,0
373,170.34,57,0
374,170.41,57,0
375,170.48,56,0
376,170.56,56,0
377,170.65,55,0
378,170.74,55,0
379,170.83,55,0
380,170.92,55,0
381,171.01,55,0
382,171.07,55,0
383,171.15,55,0
384,171.20,55,0
385,171.26,55,0
386,171.33,55,0
387,171.40,55,0
388,171.47,55,0
389,171.54,55,0
390,171.61,55,0
391,171.68,55,0
392,171.75,55,0
393,171.82,55,0
394,171.89,55,0
395,171.96,55,0
396,172.02,55,0
397,172.09,55,0
398,172.15,55,0
399,172.22,55,0
400,172.29,55,0
401,172.36,55,0
402,172.41,54,0
403,172.46,53,0
404,172.52,51,0
405,172.61,50,0
406,172.69,50,0
407,172.75,49,0
408,172.81,49,0
409,172.84,49,0
410,172.85,49,0
411,172.87,49,0
412,172.88,49,0
413,172.89,48,0
414,172.90,48,0
415,172.92,48,0
416,172.93,48,0
417,172.94,48,0
418,172.96,48,0
419,172.97,47,0
420,172.98,47,0
421,173.00,47,0
422,173.03,46,0
423,173.05,46,0
424,173.07,46,0
425,173.09,45,0
426,173.12,44,0
427,173.18,42,0
428,173.27,40,0
429,173.41,38,0
430,173.54,37,0
431,173.65,37,0
432,173.72,36,0
433,173.77,36,0
434,173.80,36,0
435,173.81,36,0
436,173.83,36,0
437,173.85,36,0
438,173.85,36,0
439,173.86,35,0
440,173.88,35,0
441,173.89,35,0
442,173.91,35,0
443,173.93,35,0
444,173.94,34,0
445,173.95,34,0
446,173.96,34,0
447,173.97,34,0
448,173.98,34,0
449,173.98,34,0
450,173.99,34,0
451,174.00,33,0
452,174.04,33,0
453,174.07,32,0
454,174.10,32,0
455,174.12,32,0
456,174.15,32,0
457,174.16,31,0
458,174.18,32,0
459,174.18,32,0
460,174.18,31,0
461,174.18,31,0
462,174.19,31,0
463,174.19,31,0
464,174.19,31,0
465,174.20,31,0
466,174.21,31,0
467,174.21,31,0
468,174.22,31,0
469,174.23,31,0
470,174.22,31,0
471,174.22,31,0
472,174.22,31,0
473,174.23,31,0
474,174.23,31,0
475,174.23,31,0
476,174.23,31,0
477,174.23,31,0
478,174.24,31,0
479,174.24,31,0
480,174.24,31,0
481,174.24,31,0
482,174.24,30,0
483,174.25,31,0
484,174.25,31,0
485,174.25,31,0
486,174.26,30,0
487,174.26,30,0
488,174.27,30,0
489,174.27,30,0
490,174.27,30,0
491,174.27,30,0
492,174.27,30,0
493,174.28,30,0
494,174.29,30,0
495,174.30,30,0
496,174.30,30,0
497,174.29,30,0
498,174.29,30,0
499,174.29,30,0
500,174.29,30,0
501,174.29,30,0
502,174.30,30,0
503,174.30,30,0
504,174.31,30,0
505,174.32,30,0
506,174.32,30,0
507,174.33,29,0
508,174.34,30,0
509,174.33,30,0
510,174.33,29,0
511,174.34,29,0
512,174.34,29,0
513,174.35,29,0
514,174.36,29,0
515,174.36,29,0
516,174.36,29,0
517,174.37,29,0
518,174.38,29,0
519,174.38,29,0
520,174.38,29,0
521,174.38,29,0
522,174.38,29,0
523,174.38,29,0
524,174.38,29,0
525,174.38,29,0
526,174.38,29,0
527,174.39,29,0
528,174.40,29,0
529,174.40,28,0
530,174.41,28,0
531,174.41,28,0
532,174.42,28,0
533,174.42,28,0
534,174.42,28,0
535,174.42,28,0
536,174.42,28,0
537,174.42,28,0
538,174.42,28,0
539,174.42,28,0
540,174.42,28,0
541,174.42,28,0
542,174.42,28,0
543,174.43,28,0
544,174.43,28,0
545,174.43,28,0
546,174.43,28,0
547,174.43,28,0
548,174.43,28,0
549,174.43,28,0
550,174.43,28,0
551,174.43,28,0
552,174.43,28,0
553,174.43,28,0
554,174.43,28,0
555,174.44,28,0
556,174.44,28,0
557,174.44,28,0
558,174.45,28,0
559,174.45,28,0
560,174.45,28,0
561,174.45,28,0
562,174.44,28,0
563,174.44,28,0
564,174.44,28,0
565,174.44,28,0
566,174.44,28,0
567,174.44,28,0
568,174.45,28,0
569,174.45,28,0
570,174.45,28,0
571,174.45,28,0
572,174.45,28,0
573,174.45,28,0
574,174.45,28,0
575,174.45,28,0
576,174.45,28,0
577,174.45,28,0
578,174.45,28,0
579,174.45,28,0
580,174.45,28,0
581,174.45,28,0
582,174.45,28,0
583,174.46,28,0
584,174.45,28,0
585,174.45,28,0
586,174.45,28,0
587,174.45,28,0
588,174.45,28,0
589,174.45,28,0
590,174.45,28,0
591,174.45,28,0
592,174.45,28,0
593,174.45,28,0
594,174.45,28,0
595,174.45,28,0
596,174.45,28,0
597,174.45,28,0
598,174.45,28,0
599,174.45,28,0
600,174.45,28,0
601,174.45,28,0
602,174.43,28,0
603,174.41,28,0
604,174.38,28,0
605,174.35,28,0
606,174.31,28,0
607,174.28,28,0
608,174.26,28,0
609,174.22,28,0
610,174.19,28,0
611,174.15,28,0
612,174.12,28,0
613,174.09,28,0
614,174.05,28,0
615,174.02,28,0
616,173.98,28,0
617,173.95,28,0
618,173.93,28,0
619,173.89,28,0
620,173.86,28,0
621,173.82,28,0
622,173.79,28,0
623,173.75,28,0
624,173.72,28,0
625,173.68,28,0
626,173.65,28,0
627,173.62,28,0
628,173.59,28,0
629,173.55,28,0
630,173.52,28,0
631,173.48,28,0
632,173.45,28,0
633,173.42,28,0
634,173.38,28,0
635,173.35,28,0
636,173.31,28,0
637,173.28,28,0
638,173.24,28,0
639,173.21,28,0
640,173.17,28,0
641,173.14,28,0
642,173.11,28,0
643,173.08,28,0
644,173.05,28,0
645,173.01,28,0
646,172.98,28,0
647,172.94,28,0
648,172.90,28,0
649,172.87,28,0
650,172.83,28,0
651,172.80,28,0
652,172.77,28,0
653,172.74,28,0
654,172.70,28,0
655,172.67,28,0
656,172.63,28,0
657,172.60,28,0
658,172.57,28,0
659,172.53,28,0
660,172.49,28,0
661,172.46,28,0
662,172.42,28,0
663,172.39,28,0
664,172.35,28,0
665,172.32,28,0
666,172.28,28,0
667,172.25,28,0
668,172.23,28,0
669,172.19,28,0
670,172.15,28,0
671,172.12,28,0
672,172.08,28,0
673,172.04,28,0
674,172.01,28,0
675,171.97,28,0
676,171.93,28,0
677,171.90,28,0
678,171.87,28,0
679,171.84,28,0
680,171.80,28,0
681,171.76,28,0
682,171.73,28,0
683,171.70,28,0
684,171.66,28,0
685,171.62,28,0
686,171.58,28,0
687,171.54,28,0
688,171.51,28,0
689,171.47,28,0
690,171.43,28,0
691,171.40,28,0
692,171.36,28,0
693,171.33,28,0
694,171.31,28,0
695,171.27,28,0
696,171.23,28,0
697,171.18,28,0
698,171.15,28,0
699,171.11,28,0
700,171.07,28,0
701,171.03,28,0
702,171.00,28,0
703,170.97,28,0
704,170.94,28,0
705,170.90,28,0
706,170.87,28,0
707,170.83,28,0
708,170.80,28,0
709,170.75,28,0
710,170.71,28,0
711,170.66,28,0
712,170.62,28,0
713,170.60,28,0
714,170.56,28,0
715,170.52,28,0
716,170.48,29,0
717,170.44,28,0
718,170.43,28,0
719,170.40,28,0
720,170.35,29,0
721,170.30,29,0
722,170.26,28,0
723,170.23,29,0
724,170.19,29,0
725,170.15,28,0
726,170.11,28,0
727,170.08,28,0
728,170.06,28,0
729,170.01,28,0
730,169.98,28,0
731,169.96,28,0
732,169.92,28,0
733,169.90,29,0
734,169.84,29,0
735,169.78,29,0
736,169.74,29,0
737,169.70,28,0
738,169.68,28,0
739,169.64,29,0
740,169.60,29,0
741,169.56,28,0
742,169.53,28,0
743,169.51,28,0
744,169.49,29,0
745,169.43,29,0
746,169.38,29,0
747,169.34,29,0
748,169.30,29,0
749,169.27,29,0
750,169.22,28,0
751,169.19,28,0
752,169.17,28,0
753,169.14,28,0
754,169.11,28,0
755,169.09,28,0
756,169.05,28,0
757,169.01,28,0
758,168.98,28,0
759,168.93,29,0
760,168.86,29,0
761,168.81,29,0
762,168.76,29,0
763,168.72,29,0
764,168.69,29,0
765,168.64,29,0
766,168.60,29,0
767,168.56,29,0
768,168.51,29,0
769,168.49,30,0
770,168.42,31,0
771,168.33,31,0
772,168.27,31,0
773,168.23,31,0
774,168.18,32,0
775,168.10,32,0
776,168.04,32,0
777,167.99,32,0
778,167.96,32,0
779,167.91,32,0
780,167.86,32,0
781,167.81,33,0
782,167.74,33,0
783,167.68,33,0
784,167.63,34,0
785,167.55,35,0
786,167.47,35,0
787,167.40,35,0
788,167.36,35,0
789,167.32,35,0
790,167.27,35,0
791,167.22,35,0
792,167.17,35,0
793,167.12,35,0
794,167.08,35,0
795,167.05,36,0
796,166.97,37,0
797,166.87,38,0
798,166.80,38,0
799,166.72,39,0
800,166.63,39,0
801,166.58,39,0
802,166.53,38,0
803,166.49,39,0
804,166.44,39,0
805,166.40,38,0
806,166.38,39,0
807,166.33,39,0
808,166.27,40,0
809,166.18,42,0
810,166.05,42,0
811,165.96,43,0
812,165.87,43,0
813,165.79,43,0
814,165.74,43,0
815,165.71,43,0
816,165.67,42,0
817,165.64,43,0
818,165.59,43,0
819,165.53,43,0
820,165.49,43,0
821,165.45,44,0
822,165.39,45,0
823,165.30,45,0
824,165.21,46,0
825,165.12,46,0
826,165.05,47,0
827,164.98,47,0
828,164.92,47,0
829,164.86,48,0
830,164.79,48,0
831,164.71,48,0
832,164.68,47,0
833,164.65,47,0
834,164.61,49,0
835,164.50,51,0
836,164.37,52,0
837,164.23,53,0
838,164.13,53,0
839,164.04,53,0
840,163.96,53,0
841,163.91,53,0
842,163.89,52,0
843,163.90,51,0
844,163.90,51,0
845,163.87,52,0
846,163.81,51,0
847,163.79,51,0
848,163.79,50,0
849,163.78,50,0
850,163.76,50,0
851,163.72,50,0
852,163.70,50,0
853,163.69,51,0
854,163.68,50,0
855,163.69,50,0
856,163.68,50,0
857,163.69,49,0
858,163.72,49,0
859,163.76,48,0
860,163.82,47,0
861,163.86,49,0
862,163.82,51,0
863,163.74,52,0
864,163.65,53,0
865,163.57,54,0
866,163.49,55,0
867,163.42,55,0
868,163.39,54,0
869,163.40,53,0
870,163.44,52,0
871,163.50,52,0
872,163.53,52,0
873,163.52,53,0
874,163.50,53,0
875,163.49,53,0
876,163.50,52,0
877,163.53,50,0
878,163.60,50,0
879,163.67,50,0
880,163.70,50,0
881,163.71,50,0
882,163.70,50,0
883,163.69,51,0
884,163.66,51,0
885,163.64,51,0
886,163.64,50,0
887,163.67,49,0
888,163.71,50,0
889,163.72,50,0
890,163.70,52,0
891,163.64,53,0
892,163.58,53,0
893,163.52,54,0
894,163.46,54,0
895,163.42,54,0
896,163.40,54,0
897,163.41,53,0
898,163.44,52,0
899,163.48,52,0
900,163.52,52,0
901,163.53,53,0
902,163.52,53,0
903,163.51,53,0
904,163.51,52,0
905,163.54,51,0
906,163.57,51,0
907,163.61,50,0
908,163.65,50,0
909,163.67,50,0
910,163.69,50,0
911,163.70,50,0
912,163.71,50,0
913,163.72,49,0
914,163.74,48,0
915,163.78,48,0
916,163.82,48,0
917,163.83,49,0
918,163.81,50,0
919,163.75,52,0
920,163.66,53,0
921,163.56,54,0
922,163.48,55,0
923,163.42,55,0
924,163.38,54,0
925,163.38,54,0
926,163.41,53,0
927,163.45,52,0
928,163.49,52,0
929,163.51,52,0
930,163.52,53,0
931,163.51,53,0
932,163.51,52,0
933,163.54,51,0
934,163.59,50,0
935,163.64,50,0
936,163.68,50,0
937,163.70,50,0
938,163.71,51,0
939,163.68,51,0
940,163.65,51,0
941,163.63,50,0
942,163.65,50,0
943,163.67,49,0
944,163.73,48,0
945,163.79,48,0
946,163.82,49,0
947,163.81,50,0
948,163.76,52,0
949,163.67,53,0
950,163.58,54,0
951,163.49,55,0
952,163.42,55,0
953,163.38,54,0
954,163.38,53,0
955,163.42,53,0
956,163.46,52,0
957,163.50,52,0
958,163.52,52,0
959,163.53,52,0
960,163.53,52,0
961,163.55,51,0
962,163.59,50,0
963,163.65,49,0
964,163.71,49,0
965,163.75,49,0
966,163.76,50,0
967,163.74,51,0
968,163.70,51,0
969,163.67,50,0
970,163.68,50,0
971,163.70,49,0
972,163.75,48,0
973,163.81,47,0
974,163.85,48,0
975,163.87,49,0
976,163.84,50,0
977,163.76,52,0
978,163.67,53,0
979,163.56,55,0
980,163.45,55,0
981,163.39,55,0
982,163.37,54,0
983,163.37,53,0
984,163.41,52,0
985,163.46,52,0
986,163.52,52,0
987,163.55,52,0
988,163.56,52,0
989,163.55,51,0
990,163.59,50,0
991,163.63,49,0
992,163.69,49,0
993,163.75,48,0
994,163.78,49,0
995,163.79,49,0
996,163.77,50,0
997,163.75,50,0
998,163.72,50,0
999,163.70,50,0
