Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount
209,5.93,830,0
210,5.57,829,0
211,5.41,828,0
212,5.39,826,0
213,5.43,828,0
214,5.41,827,0
215,5.43,826,0
216,5.45,827,0
217,5.45,827,0
218,5.43,826,0
219,5.47,828,0
220,5.41,827,0
221,5.44,828,0
222,5.41,829,0
223,5.33,826,0
224,5.42,826,0
225,5.44,827,0
226,5.44,817,0
227,5.82,767,0
228,7.85,665,0
229,12.71,693,0
230,14.07,783,0
231,11.40,820,0
232,8.68,829,0
233,6.96,830,0
234,6.09,831,0
235,5.62,830,0
236,5.42,829,0
237,5.36,826,0
238,5.44,828,0
239,5.41,826,0
240,5.45,828,0
241,5.42,825,0
242,5.49,828,0
243,5.43,826,0
244,5.47,827,0
245,5.46,827,0
246,5.46,827,0
247,5.44,830,0
248,5.33,828,0
249,5.33,826,0
250,5.41,827,0
251,5.40,821,0
252,5.64,787,0
253,7.04,691,0
254,11.33,664,0
255,14.48,762,0
256,12.38,812,0
257,9.46,828,0
258,7.40,831,0
259,6.25,832,0
260,5.66,831,0
261,5.38,830,0
262,5.30,827,0
263,5.37,826,0
264,5.42,826,0
265,5.45,827,0
266,5.42,827,0
267,5.43,826,0
268,5.46,826,0
269,5.46,827,0
270,5.45,826,0
271,5.46,827,0
272,5.46,828,0
273,5.39,828,0
274,5.35,828,0
275,5.35,827,0
276,5.39,824,0
277,5.53,798,0
278,6.56,722,0
279,9.92,649,0
280,14.35,731,0
281,13.50,801,0
282,10.44,824,0
283,8.06,830,0
284,6.62,832,0
285,5.85,832,0
286,5.44,830,0
287,5.32,829,0
288,5.30,826,0
289,5.41,826,0
290,5.45,827,0
291,5.43,828,0
292,5.40,826,0
293,5.46,826,0
294,5.47,827,0
295,5.45,827,0
296,5.44,826,0
297,5.46,828,0
298,5.39,829,0
299,5.35,828,0
300,5.34,828,0
301,5.36,825,0
302,5.45,807,0
303,6.17,751,0
304,8.64,660,0
305,13.31,705,0
306,13.94,786,0
307,11.22,820,0
308,8.58,829,0
309,6.93,830,0
310,6.07,832,0
311,5.57,831,0
312,5.34,829,0
313,5.30,827,0
314,5.34,826,0
315,5.43,825,0
316,5.49,828,0
317,5.42,827,0
318,5.43,827,0
319,5.44,826,0
320,5.46,828,0
321,5.41,826,0
322,5.46,828,0
323,5.41,829,0
324,5.34,828,0
325,5.36,828,0
326,5.34,827,0
327,5.39,814,0
328,5.89,773,0
329,7.67,673,0
330,12.31,683,0
331,14.26,766,0
332,12.12,815,0
333,9.20,827,0
334,7.30,831,0
335,6.23,830,0
336,5.70,832,0
337,5.39,831,0
338,5.27,827,0
339,5.35,827,0
340,5.39,826,0
341,5.46,827,0
342,5.43,827,0
343,5.41,827,0
344,5.43,825,0
345,5.48,827,0
346,5.45,826,0
347,5.48,827,0
348,5.44,829,0
349,5.37,828,0
350,5.35,828,0
351,5.35,828,0
352,5.35,817,0
353,5.74,787,0
354,7.07,699,0
355,11.04,666,0
356,14.26,742,0
357,13.03,805,0
358,10.06,824,0
359,7.84,831,0
360,6.50,831,0
361,5.82,832,0
362,5.44,831,0
363,5.27,828,0
364,5.31,827,0
365,5.37,825,0
366,5.45,826,0
367,5.46,828,0
368,5.41,827,0
369,5.41,826,0
370,5.44,826,0
371,5.47,827,0
372,5.45,827,0
373,5.44,828,0
374,5.39,828,0
375,5.36,828,0
376,5.34,827,0
377,5.37,822,0
378,5.60,800,0
379,6.54,726,0
380,9.77,657,0
381,13.96,716,0
382,13.84,793,0
383,10.93,821,0
384,8.41,830,0
385,6.79,831,0
386,5.95,832,0
387,5.50,831,0
388,5.32,829,0
389,5.28,828,0
390,5.31,826,0
391,5.40,825,0
392,5.47,828,0
393,5.40,827,0
394,5.43,827,0
395,5.43,826,0
396,5.47,827,0
397,5.46,827,0
398,5.45,827,0
399,5.44,828,0
400,5.39,828,0
401,5.37,828,0
402,5.35,825,0
403,5.47,808,0
404,6.15,754,0
405,8.51,669,0
406,12.88,688,0
407,14.35,769,0
408,12.04,815,0
409,9.20,828,0
410,7.26,831,0
411,6.19,832,0
412,5.61,832,0
413,5.33,830,0
414,5.26,828,0
415,5.29,827,0
416,5.35,825,0
417,5.46,828,0
418,5.43,827,0
419,5.43,827,0
420,5.43,828,0
421,5.40,826,0
422,5.46,827,0
423,5.44,827,0
424,5.45,828,0
425,5.39,827,0
426,5.39,827,0
427,5.40,826,0
428,5.45,814,0
429,5.91,776,0
430,7.59,689,0
431,11.68,676,0
432,14.20,749,0
433,12.74,805,0
434,9.92,826,0
435,7.71,831,0
436,6.43,832,0
437,5.74,832,0
438,5.41,831,0
439,5.26,830,0
440,5.24,828,0
441,5.30,826,0
442,5.41,826,0
443,5.45,828,0
444,5.42,827,0
445,5.41,827,0
446,5.43,826,0
447,5.46,827,0
448,5.45,827,0
449,5.44,828,0
450,5.41,829,0
451,5.36,827,0
452,5.39,827,0
453,5.42,818,0
454,5.77,793,0
455,6.86,717,0
456,10.28,670,0
457,13.73,727,0
458,13.32,792,0
459,10.67,821,0
460,8.28,831,0
461,6.71,832,0
462,5.88,833,0
463,5.44,831,0
464,5.29,830,0
465,5.23,829,0
466,5.26,827,0
467,5.34,825,0
468,5.46,827,0
469,5.42,827,0
470,5.42,827,0
471,5.43,826,0
472,5.47,826,0
473,5.49,827,0
474,5.46,827,0
475,5.43,829,0
476,5.36,828,0
477,5.34,826,0
478,5.44,820,0
479,5.70,803,0
480,6.48,739,0
481,9.26,672,0
482,13.16,706,0
483,13.81,773,0
484,11.63,812,0
485,9.09,827,0
486,7.25,832,0
487,6.15,834,0
488,5.54,832,0
489,5.31,830,0
490,5.26,829,0
491,5.26,828,0
492,5.32,826,0
493,5.40,826,0
494,5.44,827,0
495,5.43,827,0
496,5.43,827,0
497,5.44,826,0
498,5.47,827,0
499,5.44,826,0
500,5.45,828,0
501,5.39,829,0
502,5.34,827,0
503,5.40,822,0
504,5.59,811,0
505,6.10,762,0
506,8.18,681,0
507,12.26,690,0
508,13.98,760,0
509,12.20,804,0
510,9.68,825,0
511,7.64,831,0
512,6.39,833,0
513,5.67,833,0
514,5.33,830,0
515,5.25,829,0
516,5.26,828,0
517,5.29,827,0
518,5.35,826,0
519,5.44,827,0
520,5.44,827,0
521,5.44,827,0
522,5.42,826,0
523,5.46,826,0
524,5.48,827,0
525,5.46,828,0
526,5.42,828,0
527,5.38,828,0
528,5.37,823,0
529,5.56,816,0
530,5.92,781,0
531,7.41,702,0
532,11.10,674,0
533,14.00,740,0
534,12.98,793,0
535,10.47,819,0
536,8.26,828,0
537,6.80,832,0
538,5.93,834,0
539,5.43,832,0
540,5.23,830,0
541,5.21,828,0
542,5.29,828,0
543,5.31,827,0
544,5.38,826,0
545,5.45,826,0
546,5.46,827,0
547,5.44,827,0
548,5.45,827,0
549,5.44,826,0
550,5.46,827,0
551,5.45,827,0
552,5.44,829,0
553,5.37,824,0
554,5.51,818,0
555,5.80,794,0
556,6.84,730,0
557,9.78,672,0
558,13.40,717,0
559,13.52,781,0
560,11.21,813,0
561,8.84,827,0
562,7.14,832,0
563,6.11,833,0
564,5.54,832,0
565,5.29,831,0
566,5.23,828,0
567,5.27,827,0
568,5.34,828,0
569,5.36,826,0
570,5.41,825,0
571,5.49,828,0
572,5.43,826,0
573,5.44,827,0
574,5.44,827,0
575,5.43,827,0
576,5.42,826,0
577,5.46,828,0
578,5.40,826,0
579,5.46,820,0
580,5.72,803,0
581,6.48,755,0
582,8.66,684,0
583,12.42,696,0
584,13.82,768,0
585,11.83,805,0
586,9.47,823,0
587,7.61,829,0
588,6.43,832,0
589,5.72,833,0
590,5.34,831,0
591,5.22,829,0
592,5.23,828,0
593,5.28,826,0
594,5.39,826,0
595,5.43,826,0
596,5.48,828,0
597,5.42,827,0
598,5.41,827,0
599,5.43,827,0
600,5.43,827,0
601,5.43,826,0
602,5.45,828,0
603,5.42,827,0
604,5.43,821,0
605,5.64,808,0
606,6.25,773,0
607,7.86,701,0
608,11.35,682,0
609,13.84,747,0
610,12.63,795,0
611,10.24,819,0
612,8.11,829,0
613,6.70,832,0
614,5.89,834,0
615,5.38,832,0
616,5.23,830,0
617,5.22,829,0
618,5.26,828,0
619,5.31,825,0
620,5.43,826,0
621,5.45,827,0
622,5.44,827,0
623,5.42,827,0
624,5.43,828,0
625,5.40,827,0
626,5.42,827,0
627,5.43,827,0
628,5.43,827,0
629,5.43,824,0
630,5.55,812,0
631,6.04,784,0
632,7.34,727,0
633,10.15,682,0
634,13.23,729,0
635,12.99,784,0
636,10.82,809,0
637,8.80,827,0
638,7.12,830,0
639,6.16,833,0
640,5.57,833,0
641,5.29,832,0
642,5.18,828,0
643,5.25,829,0
644,5.28,826,0
645,5.39,826,0
646,5.43,826,0
647,5.46,827,0
648,5.44,826,0
649,5.45,828,0
650,5.42,826,0
651,5.45,828,0
652,5.39,827,0
653,5.42,826,0
654,5.45,825,0
655,5.52,817,0
656,5.86,793,0
657,6.90,745,0
658,9.22,689,0
659,12.51,711,0
660,13.30,771,0
661,11.44,802,0
662,9.37,822,0
663,7.60,829,0
664,6.42,832,0
665,5.75,833,0
666,5.37,832,0
667,5.21,829,0
668,5.23,829,0
669,5.26,827,0
670,5.36,826,0
671,5.44,827,0
672,5.45,828,0
673,5.41,827,0
674,5.43,828,0
675,5.38,827,0
676,5.40,827,0
677,5.41,826,0
678,5.44,827,0
679,5.45,826,0
680,5.46,819,0
681,5.73,801,0
682,6.55,765,0
683,8.30,701,0
684,11.57,701,0
685,13.23,756,0
686,12.00,794,0
687,9.95,817,0
688,8.08,828,0
689,6.73,831,0
690,5.94,832,0
691,5.49,832,0
692,5.28,831,0
693,5.21,829,0
694,5.23,829,0
695,5.26,825,0
696,5.40,827,0
697,5.41,828,0
698,5.38,826,0
699,5.43,828,0
700,5.40,828,0
701,5.36,826,0
702,5.41,826,0
703,5.45,826,0
704,5.46,827,0
705,5.45,821,0
706,5.65,807,0
707,6.29,777,0
708,7.74,718,0
709,10.67,692,0
710,13.11,735,0
711,12.73,787,0
712,10.56,811,0
713,8.57,826,0
714,7.02,832,0
715,6.05,832,0
716,5.55,832,0
717,5.31,831,0
718,5.23,830,0
719,5.23,829,0
720,5.24,826,0
721,5.36,826,0
722,5.43,829,0
723,5.35,827,0
724,5.40,827,0
725,5.41,829,0
726,5.35,828,0
727,5.36,826,0
728,5.44,827,0
729,5.44,826,0
730,5.48,824,0
731,5.58,811,0
732,6.09,789,0
733,7.19,739,0
734,9.59,695,0
735,12.46,717,0
736,13.07,774,0
737,11.24,804,0
738,9.18,822,0
739,7.51,830,0
740,6.35,832,0
741,5.72,832,0
742,5.38,831,0
743,5.26,830,0
744,5.23,830,0
745,5.22,827,0
746,5.33,827,0
747,5.39,828,0
748,5.38,827,0
749,5.40,827,0
750,5.39,829,0
751,5.35,829,0
752,5.31,827,0
753,5.38,826,0
754,5.43,826,0
755,5.47,825,0
756,5.53,816,0
757,5.88,795,0
758,6.86,756,0
759,8.80,705,0
760,11.68,707,0
761,13.05,754,0
762,11.98,794,0
763,9.93,816,0
764,8.08,828,0
765,6.71,832,0
766,5.88,831,0
767,5.49,831,0
768,5.30,829,0
769,5.27,829,0
770,5.26,828,0
771,5.32,827,0
772,5.39,828,0
773,5.37,827,0
774,5.39,827,0
775,5.43,827,0
776,5.42,828,0
777,5.37,828,0
778,5.37,827,0
779,5.40,826,0
780,5.46,825,0
781,5.53,819,0
782,5.79,803,0
783,6.52,769,0
784,8.15,720,0
785,10.80,707,0
786,12.62,738,0
787,12.36,782,0
788,10.58,812,0
789,8.55,826,0
790,7.01,832,0
791,6.05,833,0
792,5.53,832,0
793,5.30,831,0
794,5.20,829,0
795,5.25,828,0
796,5.29,826,0
797,5.38,828,0
798,5.36,828,0
799,5.35,826,0
800,5.43,828,0
801,5.41,828,0
802,5.40,828,0
803,5.36,827,0
804,5.38,827,0
805,5.40,826,0
806,5.46,820,0
807,5.71,808,0
808,6.29,782,0
809,7.55,732,0
810,10.07,708,0
811,12.21,728,0
812,12.53,768,0
813,11.18,802,0
814,9.24,822,0
815,7.51,830,0
816,6.36,832,0
817,5.70,832,0
818,5.39,832,0
819,5.22,828,0
820,5.27,828,0
821,5.30,827,0
822,5.38,828,0
823,5.38,828,0
824,5.37,826,0
825,5.43,828,0
826,5.39,827,0
827,5.41,828,0
828,5.37,828,0
829,5.38,827,0
830,5.39,825,0
831,5.49,823,0
832,5.61,810,0
833,6.15,789,0
834,7.21,743,0
835,9.46,714,0
836,11.66,724,0
837,12.42,759,0
838,11.46,794,0
839,9.67,815,0
840,7.99,828,0
841,6.68,831,0
842,5.90,832,0
843,5.47,832,0
844,5.27,829,0
845,5.27,829,0
846,5.28,826,0
847,5.37,828,0
848,5.37,828,0
849,5.35,826,0
850,5.43,828,0
851,5.40,828,0
852,5.37,828,0
853,5.38,828,0
854,5.36,828,0
855,5.37,825,0
856,5.48,825,0
857,5.54,815,0
858,5.93,797,0
859,6.80,757,0
860,8.75,722,0
861,11.01,717,0
862,12.33,749,0
863,11.80,784,0
864,10.22,809,0
865,8.50,825,0
866,7.05,830,0
867,6.13,832,0
868,5.60,832,0
869,5.32,830,0
870,5.25,829,0
871,5.25,827,0
872,5.33,828,0
873,5.34,828,0
874,5.33,826,0
875,5.40,827,0
876,5.40,828,0
877,5.39,828,0
878,5.37,827,0
879,5.39,828,0
880,5.36,826,0
881,5.44,825,0
882,5.52,820,0
883,5.72,801,0
884,6.54,768,0
885,8.19,732,0
886,10.38,714,0
887,12.15,737,0
888,12.18,776,0
889,10.70,802,0
890,8.98,821,0
891,7.42,829,0
892,6.34,832,0
893,5.71,832,0
894,5.39,831,0
895,5.28,830,0
896,5.26,826,0
897,5.37,828,0
898,5.34,828,0
899,5.35,827,0
900,5.38,828,0
901,5.38,828,0
902,5.35,828,0
903,5.35,828,0
904,5.35,827,0
905,5.38,826,0
906,5.44,825,0
907,5.52,824,0
908,5.60,808,0
909,6.22,776,0
910,7.73,741,0
911,9.80,722,0
912,11.55,726,0
913,12.27,765,0
914,11.16,797,0
915,9.43,816,0
916,7.83,827,0
917,6.62,830,0
918,5.90,831,0
919,5.50,831,0
920,5.29,829,0
921,5.30,828,0
922,5.32,828,0
923,5.35,829,0
924,5.32,828,0
925,5.33,827,0
926,5.37,828,0
927,5.36,828,0
928,5.36,828,0
929,5.34,827,0
930,5.39,826,0
931,5.43,825,0
932,5.50,824,0
933,5.57,816,0
934,5.90,788,0
935,7.13,749,0
936,9.21,727,0
937,11.05,728,0
938,11.96,758,0
939,11.28,788,0
940,9.81,812,0
941,8.20,825,0
942,6.87,831,0
943,5.98,832,0
944,5.51,830,0
945,5.35,830,0
946,5.27,828,0
947,5.30,827,0
948,5.37,828,0
949,5.37,827,0
950,5.40,828,0
951,5.37,827,0
952,5.38,828,0
953,5.39,829,0
954,5.33,827,0
955,5.37,827,0
956,5.40,825,0
957,5.50,823,0
958,5.61,818,0
959,5.86,797,0
960,6.77,760,0
961,8.63,730,0
962,10.67,725,0
963,11.86,750,0
964,11.53,778,0
965,10.32,804,0
966,8.72,822,0
967,7.26,830,0
968,6.24,832,0
969,5.65,832,0
970,5.34,830,0
971,5.27,829,0
972,5.27,828,0
973,5.30,826,0
974,5.38,827,0
975,5.41,829,0
976,5.36,827,0
977,5.37,828,0
978,5.37,827,0
979,5.38,828,0
980,5.36,827,0
981,5.38,825,0
982,5.47,823,0
983,5.59,820,0
984,5.76,804,0
985,6.44,770,0
986,8.07,736,0
987,10.16,720,0
988,11.82,746,0
989,11.65,771,0
990,10.63,796,0
991,9.18,819,0
992,7.60,828,0
993,6.47,832,0
994,5.76,832,0
995,5.39,830,0
996,5.28,829,0
997,5.27,829,0
998,5.27,828,0
999,5.30,826,0
