Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount
99,22.51,0,840
100,22.51,0,840
101,22.50,0,839
102,22.49,0,839
103,22.49,0,839
104,22.49,0,839
105,22.48,0,840
106,22.49,0,839
107,22.49,0,840
108,22.49,0,840
109,22.49,0,840
110,22.49,0,840
111,22.50,0,840
112,22.50,0,840
113,22.50,0,840
114,22.50,0,840
115,22.50,0,840
116,22.50,0,840
117,22.51,0,840
118,22.51,0,840
119,22.51,0,840
120,22.51,0,840
121,22.51,0,840
122,22.51,0,840
123,22.51,0,840
124,22.51,0,841
125,22.51,0,840
126,22.50,0,839
127,22.50,0,839
128,22.49,0,839
129,22.49,0,839
130,22.48,0,840
131,22.49,0,840
132,22.49,0,840
133,22.49,0,840
134,22.49,0,840
135,22.49,0,840
136,22.50,0,840
137,22.50,0,840
138,22.50,0,840
139,22.50,0,840
140,22.50,0,840
141,22.50,0,840
142,22.51,0,840
143,22.51,0,840
144,22.51,0,840
145,22.50,0,840
146,22.50,0,840
147,22.51,0,840
148,22.51,0,840
149,22.51,0,840
150,22.51,0,840
151,22.50,0,839
152,22.49,0,839
153,22.49,0,839
154,22.49,0,839
155,22.48,0,840
156,22.49,0,839
157,22.49,0,840
158,22.49,0,840
159,22.49,0,840
160,22.50,0,840
161,22.50,0,840
162,22.50,0,840
163,22.50,0,840
164,22.50,0,840
165,22.50,0,840
166,22.50,0,840
167,22.51,0,840
168,22.51,0,841
169,22.51,0,840
170,22.51,0,840
171,22.51,0,840
172,22.51,0,840
173,22.51,0,840
174,22.51,0,840
175,22.51,0,840
176,22.50,0,840
177,22.50,0,839
178,22.49,0,839
179,22.49,0,839
180,22.48,0,840
181,22.49,0,840
182,22.49,0,840
183,22.49,0,840
184,22.50,0,840
185,22.50,0,840
186,22.50,0,840
187,22.50,0,840
188,22.50,0,840
189,22.50,0,840
190,22.50,0,840
191,22.51,0,840
192,22.51,0,840
193,22.51,0,841
194,22.51,0,840
195,22.51,0,840
196,22.51,0,840
197,22.51,0,840
198,22.51,0,840
199,22.51,0,840
200,22.51,0,840
201,22.50,0,840
202,22.50,0,839
203,22.49,0,840
204,22.49,0,839
205,22.48,0,840
206,22.49,0,840
207,22.49,0,840
208,22.49,0,840
209,22.49,0,840
210,22.50,0,840
211,22.50,0,840
212,22.50,0,840
213,22.50,0,840
214,22.50,0,840
215,22.50,0,840
216,22.50,0,841
217,22.51,0,840
218,22.51,0,841
219,22.51,0,840
220,22.51,0,840
221,22.51,0,840
222,22.51,0,840
223,22.51,0,840
224,22.51,0,840
225,22.51,0,840
226,22.50,0,839
227,22.49,0,839
228,22.49,0,839
229,22.49,0,839
230,22.48,0,840
231,22.49,0,840
232,22.49,0,840
233,22.49,0,840
234,22.49,0,840
235,22.49,0,840
236,22.50,0,840
237,22.50,0,840
238,22.50,0,840
239,22.50,0,840
240,22.50,0,840
241,22.50,0,841
242,22.51,0,840
243,22.51,0,840
244,22.51,0,840
245,22.51,0,840
246,22.51,0,840
247,22.51,0,840
248,22.51,0,840
249,22.51,0,840
250,22.51,0,840
251,22.50,0,840
252,22.50,0,839
253,22.49,0,839
254,22.49,0,839
255,22.49,0,840
256,22.49,0,839
257,22.49,0,840
258,22.49,0,840
259,22.49,0,840
260,22.49,0,840
261,22.50,0,840
262,22.50,0,840
263,22.50,0,840
264,22.50,0,840
265,22.50,0,840
266,22.50,0,841
267,22.51,0,840
268,22.51,0,841
269,22.51,0,840
270,22.51,0,840
271,22.51,0,840
272,22.51,0,840
273,22.51,0,840
274,22.51,0,840
275,22.51,0,840
276,22.50,0,840
277,22.50,0,839
278,22.49,0,839
279,22.49,0,839
280,22.48,0,840
281,22.49,0,840
282,22.49,0,840
283,22.49,0,840
284,22.49,0,840
285,22.49,0,840
286,22.50,0,840
287,22.50,0,840
288,22.50,0,840
289,22.50,0,840
290,22.50,0,840
291,22.50,0,840
292,22.51,0,840
293,22.51,0,841
294,22.51,0,840
295,22.51,0,840
296,22.51,0,840
297,22.51,0,840
298,22.51,0,840
299,22.51,0,841
300,22.51,0,840
301,22.50,0,840
302,22.50,0,839
303,22.49,0,839
304,22.49,0,839
305,22.48,0,840
306,22.49,0,839
307,22.49,0,840
308,22.49,0,840
309,22.49,0,840
310,22.50,0,840
311,22.50,0,840
312,22.50,0,840
313,22.50,0,840
314,22.50,0,840
315,22.50,0,840
316,22.50,0,840
317,22.51,0,840
318,22.50,0,841
319,22.51,0,840
320,22.51,0,840
321,22.51,0,840
322,22.51,0,840
323,22.51,0,840
324,22.51,0,840
325,22.51,0,840
326,22.50,0,840
327,22.50,0,839
328,22.49,0,839
329,22.49,0,839
330,22.48,0,840
331,22.49,0,840
332,22.49,0,840
333,22.49,0,840
334,22.49,0,840
335,22.49,0,840
336,22.50,0,840
337,22.50,0,840
338,22.50,0,840
339,22.50,0,840
340,22.50,0,840
341,22.50,0,840
342,22.51,0,840
343,22.51,0,840
344,22.51,0,840
345,22.51,0,840
346,22.51,0,841
347,22.51,0,840
348,22.51,0,840
349,22.51,0,840
350,22.51,0,840
351,22.50,0,840
352,22.50,0,839
353,22.49,0,839
354,22.49,0,839
355,22.49,0,840
356,22.49,0,840
357,22.49,0,840
358,22.49,0,840
359,22.49,0,840
360,22.49,0,840
361,22.50,0,840
362,22.50,0,840
363,22.50,0,840
364,22.50,0,840
365,22.50,0,840
366,22.50,0,840
367,22.51,0,840
368,22.51,0,841
369,22.51,0,840
370,22.51,0,840
371,22.51,0,840
372,22.51,0,840
373,22.51,0,840
374,22.51,0,841
375,22.51,0,840
376,22.50,0,840
377,22.50,0,839
378,22.49,0,839
379,22.49,0,839
380,22.48,0,840
381,22.49,0,840
382,22.49,0,840
383,22.49,0,840
384,22.49,0,840
385,22.49,0,840
386,22.50,0,840
387,22.50,0,840
388,22.50,0,840
389,22.50,0,840
390,22.50,0,840
391,22.50,0,840
392,22.51,0,840
393,22.51,0,841
394,22.51,0,840
395,22.51,0,840
396,22.51,0,840
397,22.51,0,840
398,22.51,0,840
399,22.51,0,840
400,22.51,0,840
401,22.50,0,840
402,22.50,0,839
403,22.49,0,839
404,22.49,0,839
405,22.48,0,840
406,22.49,0,839
407,22.49,0,840
408,22.49,0,840
409,22.49,0,840
410,22.50,0,840
411,22.50,0,840
412,22.50,0,840
413,22.50,0,840
414,22.50,0,840
415,22.50,0,840
416,22.50,0,841
417,22.51,0,840
418,22.51,0,841
419,22.51,0,840
420,22.51,0,840
421,22.51,0,840
422,22.51,0,840
423,22.51,0,840
424,22.51,0,841
425,22.51,0,840
426,22.50,0,840
427,22.50,0,839
428,22.49,0,840
429,22.49,0,839
430,22.48,0,840
431,22.49,0,839
432,22.49,0,840
433,22.49,0,840
434,22.49,0,840
435,22.49,0,840
436,22.50,0,840
437,22.50,0,840
438,22.50,0,840
439,22.50,0,840
440,22.50,0,840
441,22.50,0,841
442,22.51,0,840
443,22.51,0,841
444,22.51,0,840
445,22.51,0,840
446,22.51,0,840
447,22.51,0,840
448,22.51,0,840
449,22.51,0,840
450,22.51,0,840
451,22.50,0,840
452,22.50,0,839
453,22.49,0,839
454,22.49,0,839
455,22.48,0,840
456,22.49,0,840
457,22.49,0,840
458,22.49,0,840
459,22.49,0,840
460,22.49,0,840
461,22.50,0,840
462,22.50,0,840
463,22.50,0,840
464,22.50,0,840
465,22.50,0,840
466,22.50,0,840
467,22.51,0,840
468,22.51,0,841
469,22.51,0,840
470,22.51,0,840
471,22.51,0,840
472,22.51,0,840
473,22.51,0,840
474,22.51,0,841
475,22.51,0,840
476,22.50,0,840
477,22.50,0,839
478,22.49,0,839
479,22.49,0,839
480,22.48,0,840
481,22.49,0,839
482,22.49,0,840
483,22.49,0,840
484,22.49,0,840
485,22.49,0,840
486,22.50,0,840
487,22.50,0,840
488,22.50,0,840
489,22.50,0,840
490,22.50,0,840
491,22.51,0,840
492,22.51,0,840
493,22.51,0,840
494,22.51,0,840
495,22.51,0,840
496,22.51,0,840
497,22.51,0,840
498,22.51,0,840
499,22.51,0,840
500,22.51,0,840
501,22.50,0,840
502,22.50,0,839
503,22.49,0,839
504,22.48,0,839
505,22.48,0,840
506,22.49,0,839
507,22.49,0,840
508,22.49,0,840
509,22.49,0,840
510,22.49,0,840
511,22.50,0,840
512,22.50,0,840
513,22.50,0,840
514,22.50,0,840
515,22.50,0,840
516,22.50,0,840
517,22.51,0,840
518,22.51,0,841
519,22.51,0,840
520,22.51,0,840
521,22.51,0,841
522,22.51,0,840
523,22.51,0,840
524,22.51,0,841
525,22.51,0,840
526,22.50,0,839
527,22.50,0,839
528,22.49,0,839
529,22.49,0,839
530,22.48,0,840
531,22.49,0,840
532,22.49,0,840
533,22.49,0,840
534,22.49,0,840
535,22.50,0,840
536,22.50,0,840
537,22.50,0,840
538,22.50,0,840
539,22.50,0,840
540,22.50,0,840
541,22.50,0,840
542,22.51,0,840
543,22.51,0,840
544,22.51,0,840
545,22.51,0,840
546,22.51,0,840
547,22.51,0,840
548,22.51,0,840
549,22.51,0,841
550,22.51,0,840
551,22.50,0,840
552,22.50,0,839
553,22.49,0,839
554,22.49,0,839
555,22.48,0,840
556,22.49,0,839
557,22.49,0,840
558,22.49,0,840
559,22.49,0,840
560,22.50,0,840
561,22.50,0,840
562,22.50,0,840
563,22.50,0,840
564,22.50,0,840
565,22.50,0,840
566,22.51,0,840
567,22.51,0,840
568,22.51,0,840
569,22.51,0,840
570,22.51,0,840
571,22.51,0,840
572,22.51,0,840
573,22.51,0,840
574,22.51,0,840
575,22.51,0,840
576,22.50,0,840
577,22.50,0,839
578,22.49,0,840
579,22.49,0,839
580,22.48,0,840
581,22.49,0,840
582,22.49,0,840
583,22.49,0,840
584,22.49,0,840
585,22.50,0,840
586,22.50,0,840
587,22.50,0,840
588,22.50,0,840
589,22.50,0,840
590,22.50,0,840
591,22.50,0,840
592,22.51,0,840
593,22.51,0,841
594,22.51,0,840
595,22.51,0,840
596,22.51,0,840
597,22.51,0,840
598,22.51,0,840
599,22.51,0,840
600,22.51,0,840
601,22.50,0,840
602,22.50,0,839
603,22.49,0,839
604,22.49,0,839
605,22.48,0,840
606,22.49,0,840
607,22.49,0,840
608,22.49,0,840
609,22.49,0,840
610,22.50,0,840
611,22.50,0,840
612,22.50,0,840
613,22.50,0,840
614,22.50,0,840
615,22.50,0,840
616,22.50,0,841
617,22.51,0,840
618,22.51,0,840
619,22.51,0,840
620,22.51,0,840
621,22.51,0,840
622,22.51,0,840
623,22.51,0,840
624,22.51,0,840
625,22.51,0,840
626,22.50,0,840
627,22.50,0,839
628,22.49,0,839
629,22.49,0,839
630,22.48,0,840
631,22.49,0,839
632,22.49,0,840
633,22.49,0,840
634,22.49,0,840
635,22.50,0,840
636,22.50,0,840
637,22.50,0,840
638,22.50,0,840
639,22.50,0,840
640,22.50,0,840
641,22.50,0,840
642,22.51,0,840
643,22.51,0,840
644,22.51,0,840
645,22.51,0,840
646,22.51,0,840
647,22.51,0,840
648,22.51,0,840
649,22.51,0,841
650,22.51,0,840
651,22.50,0,840
652,22.50,0,839
653,22.49,0,839
654,22.49,0,839
655,22.48,0,840
656,22.49,0,839
657,22.49,0,840
658,22.49,0,840
659,22.49,0,840
660,22.50,0,840
661,22.50,0,840
662,22.50,0,840
663,22.50,0,840
664,22.50,0,840
665,22.50,0,840
666,22.50,0,840
667,22.51,0,840
668,22.51,0,841
669,22.51,0,840
670,22.51,0,840
671,22.51,0,840
672,22.51,0,840
673,22.51,0,840
674,22.51,0,841
675,22.51,0,840
676,22.50,0,840
677,22.50,0,839
678,22.49,0,839
679,22.49,0,839
680,22.48,0,840
681,22.49,0,840
682,22.49,0,840
683,22.49,0,840
684,22.49,0,840
685,22.50,0,840
686,22.50,0,840
687,22.50,0,840
688,22.50,0,840
689,22.50,0,840
690,22.50,0,840
691,22.51,0,841
692,22.51,0,840
693,22.51,0,840
694,22.51,0,840
695,22.51,0,840
696,22.51,0,840
697,22.51,0,840
698,22.51,0,840
699,22.51,0,840
700,22.51,0,840
701,22.50,0,840
702,22.50,0,839
703,22.49,0,839
704,22.49,0,839
705,22.49,0,840
706,22.49,0,840
707,22.49,0,840
708,22.49,0,840
709,22.49,0,840
710,22.49,0,840
711,22.50,0,840
712,22.50,0,840
713,22.50,0,840
714,22.50,0,840
715,22.50,0,840
716,22.51,0,840
717,22.51,0,840
718,22.51,0,841
719,22.51,0,840
720,22.51,0,840
721,22.51,0,840
722,22.51,0,840
723,22.51,0,840
724,22.51,0,841
725,22.51,0,840
726,22.50,0,840
727,22.50,0,839
728,22.49,0,839
729,22.49,0,839
730,22.48,0,840
731,22.49,0,840
732,22.49,0,840
733,22.49,0,840
734,22.49,0,840
735,22.50,0,840
736,22.50,0,840
737,22.50,0,840
738,22.50,0,840
739,22.50,0,840
740,22.50,0,840
741,22.50,0,841
742,22.51,0,840
743,22.51,0,841
744,22.51,0,840
745,22.51,0,840
746,22.51,0,841
747,22.51,0,840
748,22.51,0,840
749,22.51,0,840
750,22.51,0,840
751,22.50,0,840
752,22.50,0,839
753,22.49,0,839
754,22.49,0,839
755,22.48,0,840
756,22.49,0,839
757,22.49,0,840
758,22.49,0,840
759,22.49,0,840
760,22.50,0,840
761,22.50,0,840
762,22.50,0,840
763,22.50,0,840
764,22.50,0,840
765,22.50,0,840
766,22.51,0,841
767,22.51,0,840
768,22.51,0,841
769,22.51,0,840
770,22.51,0,840
771,22.51,0,840
772,22.51,0,840
773,22.51,0,840
774,22.51,0,840
775,22.51,0,840
776,22.50,0,840
777,22.50,0,839
778,22.49,0,839
779,22.49,0,839
780,22.48,0,840
781,22.49,0,839
782,22.49,0,840
783,22.49,0,840
784,22.49,0,840
785,22.49,0,840
786,22.50,0,840
787,22.50,0,840
788,22.50,0,840
789,22.50,0,840
790,22.50,0,840
791,22.50,0,840
792,22.51,0,840
793,22.51,0,841
794,22.51,0,840
795,22.51,0,840
796,22.51,0,840
797,22.51,0,840
798,22.51,0,840
799,22.51,0,840
800,22.51,0,840
801,22.50,0,840
802,22.50,0,839
803,22.49,0,839
804,22.49,0,839
805,22.49,0,840
806,22.49,0,840
807,22.49,0,840
808,22.49,0,840
809,22.49,0,840
810,22.50,0,840
811,22.50,0,840
812,22.50,0,840
813,22.50,0,840
814,22.50,0,840
815,22.50,0,840
816,22.51,0,840
817,22.51,0,840
818,22.51,0,841
819,22.51,0,840
820,22.51,0,840
821,22.51,0,840
822,22.51,0,840
823,22.51,0,840
824,22.51,0,841
825,22.51,0,840
826,22.50,0,840
827,22.50,0,839
828,22.49,0,839
829,22.49,0,839
830,22.49,0,840
831,22.49,0,839
832,22.49,0,840
833,22.49,0,840
834,22.49,0,840
835,22.49,0,840
836,22.50,0,840
837,22.50,0,840
838,22.50,0,840
839,22.50,0,840
840,22.50,0,840
841,22.50,0,841
842,22.51,0,840
843,22.51,0,841
844,22.51,0,840
845,22.51,0,840
846,22.51,0,841
847,22.51,0,840
848,22.51,0,840
849,22.51,0,840
850,22.51,0,840
851,22.50,0,840
852,22.50,0,839
853,22.49,0,839
854,22.49,0,839
855,22.48,0,840
856,22.49,0,839
857,22.49,0,840
858,22.49,0,840
859,22.49,0,840
860,22.49,0,840
861,22.50,0,840
862,22.50,0,840
863,22.50,0,840
864,22.50,0,840
865,22.50,0,840
866,22.50,0,840
867,22.51,0,840
868,22.51,0,841
869,22.51,0,840
870,22.51,0,840
871,22.51,0,840
872,22.51,0,840
873,22.51,0,840
874,22.51,0,840
875,22.51,0,840
876,22.50,0,840
877,22.50,0,839
878,22.49,0,839
879,22.49,0,839
880,22.49,0,840
881,22.49,0,840
882,22.49,0,840
883,22.49,0,840
884,22.49,0,840
885,22.50,0,840
886,22.50,0,840
887,22.50,0,840
888,22.50,0,840
889,22.50,0,840
890,22.50,0,840
891,22.50,0,840
892,22.51,0,840
893,22.51,0,840
894,22.51,0,840
895,22.51,0,840
896,22.50,0,841
897,22.51,0,840
898,22.51,0,840
899,22.51,0,840
900,22.51,0,840
901,22.50,0,840
902,22.50,0,839
903,22.49,0,840
904,22.49,0,839
905,22.48,0,840
906,22.49,0,840
907,22.49,0,840
908,22.49,0,840
909,22.49,0,840
910,22.50,0,840
911,22.50,0,840
912,22.50,0,840
913,22.50,0,840
914,22.50,0,840
915,22.50,0,840
916,22.50,0,840
917,22.51,0,840
918,22.51,0,840
919,22.51,0,840
920,22.50,0,840
921,22.51,0,840
922,22.51,0,840
923,22.51,0,840
924,22.51,0,840
925,22.51,0,840
926,22.50,0,840
927,22.50,0,839
928,22.49,0,840
929,22.49,0,839
930,22.48,0,840
931,22.49,0,840
932,22.49,0,840
933,22.49,0,840
934,22.49,0,840
935,22.50,0,840
936,22.50,0,840
937,22.50,0,840
938,22.50,0,840
939,22.50,0,840
940,22.50,0,840
941,22.50,0,840
942,22.50,0,840
943,22.50,0,841
944,22.51,0,840
945,22.51,0,840
946,22.51,0,841
947,22.51,0,840
948,22.51,0,840
949,22.51,0,840
950,22.51,0,840
951,22.50,0,839
952,22.49,0,839
953,22.49,0,839
954,22.49,0,839
955,22.48,0,840
956,22.49,0,839
957,22.49,0,840
958,22.49,0,840
959,22.49,0,840
960,22.50,0,840
961,22.50,0,840
962,22.50,0,840
963,22.50,0,840
964,22.50,0,840
965,22.50,0,840
966,22.50,0,840
967,22.51,0,840
968,22.51,0,841
969,22.51,0,840
970,22.51,0,840
971,22.51,0,841
972,22.51,0,840
973,22.51,0,840
974,22.51,0,840
975,22.51,0,840
976,22.50,0,840
977,22.50,0,839
978,22.49,0,839
979,22.49,0,839
980,22.48,0,840
981,22.49,0,839
982,22.49,0,840
983,22.49,0,840
984,22.49,0,840
985,22.49,0,840
986,22.50,0,840
987,22.50,0,840
988,22.50,0,840
989,22.50,0,840
990,22.50,0,840
991,22.50,0,841
992,22.51,0,840
993,22.51,0,841
994,22.51,0,840
995,22.51,0,840
996,22.51,0,840
997,22.51,0,840
998,22.51,0,840
999,22.51,0,840
