Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount
414,41.03,1,724
415,40.97,1,721
416,40.91,0,711
417,40.79,0,703
418,40.66,0,694
419,40.51,0,685
420,40.35,0,678
421,40.20,0,672
422,40.07,0,664
423,39.92,0,661
424,39.83,0,661
425,39.78,0,661
426,39.75,0,663
427,39.76,0,668
428,39.82,0,675
429,39.92,0,687
430,40.08,0,697
431,40.26,0,710
432,40.46,0,718
433,40.65,0,725
434,40.81,0,728
435,40.91,0,725
436,40.93,0,723
437,40.93,0,722
438,40.91,0,723
439,40.91,1,723
440,40.91,1,728
441,40.94,1,734
442,41.01,1,736
443,41.06,1,736
444,41.09,1,730
445,41.04,1,721
446,40.93,1,712
447,40.79,1,699
448,40.59,1,688
449,40.39,1,677
450,40.18,1,667
451,39.98,1,665
452,39.86,1,666
453,39.81,1,662
454,39.74,1,660
455,39.69,1,658
456,39.65,1,663
457,39.67,1,672
458,39.78,1,686
459,39.96,1,702
460,40.20,1,713
461,40.43,1,719
462,40.60,1,723
463,40.73,1,726
464,40.83,1,724
465,40.88,1,723
466,40.89,0,721
467,40.88,0,722
468,40.88,0,726
469,40.92,0,733
470,41.01,0,740
471,41.12,0,746
472,41.24,0,748
473,41.31,0,740
474,41.27,0,731
475,41.17,0,717
476,40.99,0,703
477,40.76,0,686
478,40.48,0,674
479,40.22,0,664
480,40.00,0,660
481,39.85,1,657
482,39.75,1,654
483,39.67,1,652
484,39.60,1,654
485,39.60,0,663
486,39.68,1,668
487,39.77,1,677
488,39.89,1,692
489,40.09,1,704
490,40.30,1,716
491,40.51,1,722
492,40.67,1,725
493,40.76,1,722
494,40.79,1,716
495,40.74,1,712
496,40.68,1,712
497,40.65,1,718
498,40.70,1,726
499,40.79,1,733
500,40.91,1,739
501,41.03,1,743
502,41.12,1,741
503,41.15,1,732
504,41.09,1,719
505,40.92,1,704
506,40.70,1,688
507,40.44,1,672
508,40.15,2,660
509,39.88,2,651
510,39.66,2,650
511,39.54,2,649
512,39.47,2,650
513,39.45,1,656
514,39.50,1,662
515,39.59,1,669
516,39.71,1,680
517,39.89,1,691
518,40.08,1,704
519,40.30,1,717
520,40.54,1,724
521,40.73,1,724
522,40.82,1,721
523,40.83,1,720
524,40.83,1,718
525,40.81,1,719
526,40.81,1,721
527,40.84,1,726
528,40.90,1,736
529,41.02,1,744
530,41.16,0,745
531,41.24,0,744
532,41.28,0,737
533,41.22,0,726
534,41.11,0,711
535,40.90,0,697
536,40.67,0,680
537,40.39,0,662
538,40.08,0,650
539,39.81,0,640
540,39.58,0,636
541,39.42,0,638
542,39.37,0,645
543,39.41,0,651
544,39.49,0,660
545,39.61,0,672
546,39.79,0,683
547,39.99,0,695
548,40.19,0,707
549,40.41,0,716
550,40.60,0,722
551,40.76,0,724
552,40.85,0,721
553,40.88,0,719
554,40.87,0,719
555,40.87,0,722
556,40.89,0,727
557,40.96,0,732
558,41.05,0,742
559,41.19,0,746
560,41.30,0,748
561,41.37,0,744
562,41.37,0,735
563,41.28,0,723
564,41.11,0,708
565,40.88,0,694
566,40.63,0,676
567,40.32,0,659
568,40.01,0,648
569,39.75,0,643
570,39.58,0,646
571,39.52,0,652
572,39.54,0,658
573,39.61,0,665
574,39.72,0,677
575,39.88,0,689
576,40.07,0,697
577,40.25,0,703
578,40.39,0,707
579,40.50,0,710
580,40.59,0,712
581,40.66,0,717
582,40.74,0,719
583,40.80,0,722
584,40.85,0,723
585,40.89,0,729
586,40.96,0,736
587,41.07,0,740
588,41.16,0,748
589,41.30,0,747
590,41.36,0,745
591,41.37,0,742
592,41.35,0,731
593,41.23,0,720
594,41.07,0,706
595,40.85,0,688
596,40.58,0,671
597,40.28,0,654
598,39.96,0,643
599,39.70,0,642
600,39.56,0,647
601,39.54,0,657
602,39.62,0,665
603,39.74,0,671
604,39.86,0,681
605,40.00,0,692
606,40.18,0,698
607,40.33,0,700
608,40.43,0,703
609,40.50,0,706
610,40.57,0,707
611,40.61,0,713
612,40.68,0,713
613,40.73,0,716
614,40.78,0,721
615,40.85,0,725
616,40.92,0,730
617,41.01,0,735
618,41.10,0,741
619,41.19,0,742
620,41.26,0,739
621,41.27,0,737
622,41.24,0,728
623,41.15,0,714
624,40.96,0,698
625,40.72,0,680
626,40.44,0,670
627,40.19,0,663
628,40.01,0,658
629,39.87,0,655
630,39.77,0,661
631,39.79,0,670
632,39.87,0,677
633,39.98,0,682
634,40.09,0,688
635,40.20,0,696
636,40.33,0,700
637,40.43,0,703
638,40.51,0,703
639,40.55,0,707
640,40.61,0,709
641,40.66,0,714
642,40.73,0,715
643,40.78,0,716
644,40.81,0,721
645,40.88,0,725
646,40.95,0,730
647,41.03,0,736
648,41.13,0,737
649,41.18,0,731
650,41.16,0,729
651,41.12,0,724
652,41.06,0,714
653,40.93,0,701
654,40.75,0,683
655,40.48,0,666
656,40.18,0,656
657,39.94,0,653
658,39.78,0,654
659,39.72,0,659
660,39.73,0,669
661,39.84,0,679
662,39.98,0,686
663,40.12,0,695
664,40.28,0,698
665,40.39,0,698
666,40.44,0,704
667,40.53,0,707
668,40.60,0,712
669,40.69,0,718
670,40.78,0,720
671,40.85,0,720
672,40.88,0,724
673,40.94,0,728
674,41.00,0,729
675,41.05,0,729
676,41.07,0,730
677,41.09,0,731
678,41.11,0,732
679,41.13,0,731
680,41.13,0,725
681,41.08,0,717
682,40.97,0,702
683,40.77,0,690
684,40.56,0,674
685,40.30,0,659
686,40.03,0,653
687,39.84,0,650
688,39.71,0,654
689,39.68,0,663
690,39.76,0,668
691,39.85,0,679
692,39.99,0,683
693,40.10,0,684
694,40.17,0,688
695,40.23,0,692
696,40.31,0,696
697,40.39,0,702
698,40.48,0,710
699,40.60,0,714
700,40.70,0,719
701,40.80,0,720
702,40.86,0,722
703,40.91,0,722
704,40.93,0,727
705,40.99,0,729
706,41.04,0,731
707,41.09,0,729
708,41.09,0,726
709,41.07,0,724
710,41.03,0,719
711,40.97,0,711
712,40.85,0,700
713,40.70,0,685
714,40.47,0,672
715,40.24,0,655
716,39.95,0,644
717,39.71,0,647
718,39.61,0,655
719,39.64,0,666
720,39.77,0,673
721,39.89,0,684
722,40.06,0,686
723,40.16,0,694
724,40.29,0,696
725,40.38,0,703
726,40.48,0,704
727,40.55,0,708
728,40.62,0,712
729,40.69,0,714
730,40.74,0,716
731,40.79,0,720
732,40.85,0,720
733,40.89,0,723
734,40.93,0,725
735,40.98,0,731
736,41.05,0,732
737,41.10,0,728
738,41.09,0,724
739,41.04,0,722
740,41.00,0,720
741,40.96,0,713
742,40.87,0,701
743,40.71,0,683
744,40.46,0,670
745,40.21,0,658
746,39.97,0,657
747,39.85,0,661
748,39.81,0,667
749,39.86,0,674
750,39.95,0,682
751,40.07,0,691
752,40.22,0,696
753,40.34,0,702
754,40.46,0,703
755,40.53,0,708
756,40.61,0,712
757,40.69,0,714
758,40.75,0,717
759,40.81,0,716
760,40.82,0,719
761,40.86,0,722
762,40.91,0,728
763,40.99,0,735
764,41.09,0,735
765,41.15,0,732
766,41.15,0,729
767,41.12,0,727
768,41.08,0,723
769,41.03,0,718
770,40.95,0,709
771,40.83,0,697
772,40.66,0,685
773,40.45,0,673
774,40.24,0,664
775,40.04,0,661
776,39.91,0,659
777,39.83,0,657
778,39.78,0,668
779,39.85,0,677
780,39.97,0,687
781,40.13,0,696
782,40.30,0,701
783,40.43,0,702
784,40.50,0,702
785,40.54,0,706
786,40.60,0,708
787,40.64,0,707
788,40.65,0,712
789,40.71,0,718
790,40.79,0,723
791,40.89,0,727
792,40.97,0,734
793,41.08,0,737
794,41.16,0,734
795,41.17,0,730
796,41.14,0,726
797,41.09,0,722
798,41.02,0,717
799,40.94,0,708
800,40.81,0,699
801,40.67,0,694
802,40.55,0,683
803,40.38,0,674
804,40.21,0,666
805,40.05,0,658
806,39.89,0,658
807,39.82,0,664
808,39.84,0,677
809,39.96,0,682
810,40.08,0,688
811,40.19,0,692
812,40.29,0,696
813,40.37,0,695
814,40.40,0,692
815,40.39,0,697
816,40.43,0,699
817,40.48,0,706
818,40.57,0,713
819,40.68,0,722
820,40.81,0,728
821,40.94,0,731
822,41.04,0,734
823,41.11,0,734
824,41.14,0,732
825,41.14,0,728
826,41.10,0,722
827,41.03,0,717
828,40.94,0,709
829,40.82,0,701
830,40.69,0,695
831,40.56,0,688
832,40.43,0,678
833,40.27,0,669
834,40.11,0,662
835,39.96,0,664
836,39.91,0,673
837,39.96,0,684
838,40.10,0,695
839,40.27,0,699
840,40.39,0,700
841,40.47,0,696
842,40.46,0,693
843,40.44,0,689
844,40.38,0,690
845,40.36,0,694
846,40.40,0,700
847,40.47,0,706
848,40.56,0,709
849,40.64,0,719
850,40.77,0,727
851,40.91,0,729
852,41.00,0,732
853,41.07,0,732
854,41.11,0,730
855,41.11,0,722
856,41.04,0,716
857,40.94,0,711
858,40.84,0,707
859,40.75,0,701
860,40.65,0,689
861,40.49,0,676
862,40.29,0,667
863,40.09,0,660
864,39.93,0,662
865,39.87,0,671
866,39.93,0,679
867,40.03,0,690
868,40.18,0,696
869,40.32,0,703
870,40.45,0,701
871,40.50,0,699
872,40.51,0,698
873,40.50,0,694
874,40.46,0,693
875,40.43,0,694
876,40.43,0,698
877,40.46,0,707
878,40.56,0,712
879,40.67,0,720
880,40.79,0,725
881,40.90,0,728
882,40.99,0,731
883,41.06,0,732
884,41.10,0,726
885,41.06,0,720
886,40.99,0,715
887,40.90,0,711
888,40.82,0,705
889,40.72,0,694
890,40.57,0,687
891,40.43,0,680
892,40.29,0,675
893,40.18,0,672
894,40.09,0,670
895,40.02,0,675
896,40.04,0,684
897,40.14,0,693
898,40.27,0,699
899,40.39,0,707
900,40.53,0,708
901,40.61,0,703
902,40.60,0,697
903,40.54,0,694
904,40.48,0,695
905,40.47,0,698
906,40.48,0,706
907,40.57,0,712
908,40.67,0,721
909,40.80,0,728
910,40.93,0,731
911,41.03,0,730
912,41.07,0,727
913,41.06,0,726
914,41.05,0,720
915,40.98,0,712
916,40.87,0,705
917,40.75,0,702
918,40.66,0,706
919,40.66,0,701
920,40.61,0,691
921,40.49,0,683
922,40.35,0,680
923,40.25,0,674
924,40.15,0,673
925,40.08,0,677
926,40.09,0,687
927,40.19,0,699
928,40.36,0,705
929,40.49,0,711
930,40.62,0,706
931,40.64,0,697
932,40.56,0,691
933,40.46,0,690
934,40.40,0,691
935,40.39,0,700
936,40.46,0,710
937,40.60,0,720
938,40.75,0,727
939,40.90,0,733
940,41.03,0,734
941,41.10,0,729
942,41.09,0,719
943,41.00,0,713
944,40.89,0,712
945,40.83,0,713
946,40.81,0,710
947,40.77,0,709
948,40.74,0,708
949,40.71,0,699
950,40.61,0,686
951,40.44,0,678
952,40.28,0,675
953,40.17,0,670
954,40.06,0,674
955,40.05,0,685
956,40.15,0,698
957,40.32,0,704
958,40.47,0,706
959,40.56,0,705
960,40.59,0,696
961,40.53,0,689
962,40.43,0,686
963,40.35,0,684
964,40.29,0,687
965,40.29,0,693
966,40.34,0,703
967,40.47,0,715
968,40.65,0,723
969,40.81,0,720
970,40.86,0,717
971,40.86,0,713
972,40.82,0,707
973,40.75,0,704
974,40.68,0,708
975,40.68,0,706
976,40.67,0,704
977,40.64,0,709
978,40.68,0,705
979,40.65,0,696
980,40.55,0,681
981,40.36,0,674
982,40.20,0,677
983,40.14,0,681
984,40.16,0,692
985,40.27,0,701
986,40.42,0,713
987,40.60,0,714
988,40.70,0,713
989,40.74,0,709
990,40.73,0,702
991,40.65,0,692
992,40.52,0,688
993,40.41,0,688
994,40.36,0,696
995,40.41,0,702
996,40.49,0,710
997,40.61,0,718
998,40.74,0,721
999,40.84,0,722
